id	en	en_US	ja	es	fr	it	pt_BR	es_US	de	pl	zh	tr	se	ru
ta_levellist_desc	Show the levels being played in this run.		ＲＴＡのステージリストを表示する。			Mostra i livelli attualmente giocati in questa partita.	Mostra as fases que farão parte dessa partida.	Muestra los niveles que se jugaran en esta speedrun.	Zeige die Levels, die in dem Speedrun gespielt werden.	Pokaż etapy grane w tym biegu.	顯示本次Speedrun要遊玩的關卡。	Bu koşuda oynanmış seviyeleri göster.	Visa nivåerna som spelas denna omgång.	Показать уровни, пройденные в этом забеге.
														
ta_results_total	Total Time		トタルタイム			Tempo Totale	Tempo Total	Tiempo total	Gesamtzeit	Ogólny Czas	總共時間	Toplam Süre	Total Tid	Общее время
ta_results	Results		結果			Risultati	Resultados	Resultados	Ergebnis	Wynik	結果	Sonuçlar	Resultat	Результаты
ta_newrecord	New Record		ニュウレコード											
ta_continue	Continue Run		ＲＴＡをつづけく			Continua Partita	Continuar partida	Continuar speedrun	Speedrun Fortsetzen	Kontynuuj Bieg	繼續Speedrun	Koşuya Devam	Fortsätt Omgång	Продолжить забег
ta_continue_desc	Continues the last active run.		前回のＲＴＡが続く。			Continuare la partita salvata?	Continuar partida salva?	¿Continuar la speedrun guardada?	Setze Speedrun fort?	Kontynuować zapisany bieg?	繼續儲存Speedrun紀錄？	Son aktif koşudan devam eder	Fortsätt den senast aktiva omgången.	Продолжить сохранённый забег?
ta_alert_overwrite	Overwrite current run?		前回のＲＴＡを上書きします。\nよろしいですか?			Sovrascrivere la partita salvata?	Substituir pela partida atual?	¿Sobreescribir la speedrun guardada?	Überschreibe jetzigen Speedrun?	Nadpisać obecny bieg?	覆蓋本次Speedrun紀錄？	Anlık koşunun üstüne yazılsın mı?	Skriv över nuvarande omgången?	Перезаписать текущий забег?
ta_restartrun	Restart Run		リスタート											
spb_controls_random	Play Random		ランダムさいせい	Reproducir al Azar	Au hasard	Gioca in modo Casuale	Reproduzir Aleatoriamente	Reproducción aleatoria	Zufälliges Spiel	Zagraj Losowe	隨機遊玩	Rastgele Oyna	Spela Slumpmässigt	Случайный порядок
spb_controls_zoom	Zoom		ズームレベル	Zoom	Zoom	Ingrandimento	Zoom	Zoom	Zoomen	Przybliż	放大	Yakınlaştır	Zooma	Увеличить
spb_controls_play	Play		さいせい	Reproducir	Jouer	Riproduci	Reproduzir	Reproducir	Spielen	Graj	遊玩	Oyna	Spela 	Проиграть
spb_controls_hide	Hide Menu		メニュー トグル	Ocultar el Menú	Cacher le menu	Nascondi il Menu	Esconder o Menu	Ocultar menú	Menü Verstecken	Ukryj Menu	隱藏選單	Menüyü Gizle	Göm Meny	Скрыть меню
spb_controls_move	Move		うごく	Mover		Muovi	Mover	Mover	Bewegen	Ruch	移動	Hareket et	Flytta	Отдалить
spb_controls_scale	Scale		サイズ	Redimensionar		Ridimensiona	Redimensionar	Escalar	Skalieren	Skala	縮放	Ölçek	Skala	Приблизить
														
														
sys_options	Options		設定	Opciones	Options	Opzioni	Opções	Opciones	Optionen	Ustawienia	設定	Ayarlar	Inställningar	Настройки
option_mute	Mute		ミュート	Silenciado	Sourdine	Silenzia	Mudo	Mudo	Stummschalten	Wycisz	靜音	Sesini kapat	Ljudlös	Без звука
option_enable	Enabled		はい	Sí	Activé	Attivato	Ativado	Activado	An	Włączono	啟用	Etkinleştirilmiş	Aktiverad	Включено
option_disable	Disabled		いいえ	No	Désactivé	Disattivato	Desativado	Desactivado	Aus	Wyłączono	關閉	Engellenmiş	Avaktiverad	Выключено
option_hold	Hold		ホールド	Mantener	Maintenir	Mantieni	Segurar	Mantener	Halten	Trzymaj	長押	Tut	Håll in	Удержание
option_toggle	Toggle		トグル	Pulsar	Activer / Désactiver	Attiva/Disattiva	Ativar/Desativar	Activar/Desactivar	Umschalten	Wciśnij	切換	Değiştir	Växla	Переключение
option_both	Both		両方			Entrambi	Ambos	Ambos	Beides	Oba	同時啟用	İkiside		Оба варианта
option_attack	Attack		アタック	Atacar	Attaquer	Attacco	Atacar	Atacar	Angriff	Atak	攻擊	Saldır	Attackera	Атака
option_stomp	Stomp		ストンプ	Caída Rápida	Piétiner	Calpestata	Pisada	Pisotón	Stampfen	Tupnięcie	墜擊	Ez	Stampa	Растаптывание
option_high	High		高	Alto	Élevé	Alto	Alto	Alto	Hoch	Wysokie	高	Yüksek	Hög	Высокие
option_medium	Medium		中	Medio	Moyen	Medio	Médio	Medio	Mittel	Średnie	中	Orta	Medium	Средние
option_low	Low		低	Bajo	Faible	Basso	Baixo	Bajo	Niedrig	Niskie	低	Düşük	Låg	Низкие
option_hard_shadows	Hard Shadows		最低	Sombras Definidas	Ombres définies	Ombre Definite	Sombras Definidas	Sombras definidas	Harte Schatten	Twarde Cienie	最低	Sert Gölgeler	Svåra Skuggor	Большие тени
option_retail	Retail		オリジナル	Original	Original	Originale	Original	Original	Original	Wersja Pudełkowa	原始版本	Orijinal	Butiksversion	Релизная версия
option_hud_e3	E3 2006			E3 2006	E3 2006	E3 2006	E3 de 2006	E3 2006	E3 2006	E3 2006	E3 2006 版	E3 2006	E3 2006	E3 2006 версия
option_reignited	Reignited		リミックス	Nueva	Reignition	Reignition	Reignition	Reencendido	Neu entfacht	Odnowiona	Reignited 版	Yeniden Ateşlendi	Återtänd	Новая версия
option_style1	Style 1		スタイル１	Estilo 1	Style 1	Stile 1	Estilo 1	Estilo 1	Stil 1	Styl 1	風格 1	Stil 1	Stil 1	Стиль 1
option_style2	Style 2		スタイル２	Estilo 2	Style 2	Stile 2	Estilo 2	Estilo 2	Stil 2	Styl 2	風格 2	Stil 2	Stil 2	Стиль 2
option_horizontal	Horizontal		横向き	Horizontal	Horizontal	Orizzontale	Horizontal	Horizontal	Horizontal	Horyzontalny	橫向	Yatay	Horisontell	Горизонтально
option_vertical	Vertical		縦向き	Vertical	Vertical	Verticale	Vertical	Vertical	Vertikal	Wertykalny	縱向	Dikey	Verikal	Вертикально
														
option_video	Video		画面設定	Vídeo	Vidéo 	Video	Vídeo	Video	Video	Wideo	影像	Video	Video	Видео
option_audio	Audio		音声設定	Audio	Audio 	Audio	Áudio	Audio	Audio	Dżwiek	聲音	Ses	Ljud	Аудио
option_lang	Language		言語設定	Idioma	Langage	Lingua	Idioma	Idioma	Sprache	Język	語言	Dil	Språk	Язык
option_control	Controls		コントロール設定	Controles	Contrôles	Controlli	Controles	Controles	Steuerung	Sterowanie	控制	Kontroller	Kontroller	Управление
option_interface	Interface		インターフェース	Interfaz	Interface	Interfaccia	Interface	Interfaz	Interface	Interfejs	介面	Arayüz		Интерфейс
option_reset_settings	Reset Settings		設定をリセット	Configuración Preestablecida	Paramètres par défaut	Impostazioni Predefinite	Redefinir Configurações	Restablecer ajustes	Einstellungen zurücksetzen	Zresetuj Ustawienia	重置設定	Ayarları Sıfırla	Återställ Inställningar	Сброс настроек
option_reset_controls	Reset Input Mappings		コントロールをリセット	Restablecer Valores de Entrada	Réinitialiser les contrôles	Resetta la Mappatura del Controller	Redefinir Controles	Restablecer mapeo de entradas	Input Mappings zurücksetzten	Zresetuj Sterowanie	重置操控按鍵設定	Kontrol Eşlemelerini Sıfırla	Återställ Inmatningsmappningar	Сброс настроек геймпада
														
option_target_display	Target Display		ターゲットディスプレイ	Monitor Deseado	Écran	Seleziona Schermo	Tela	Monitor de destino	Ziel-Monitor	Docelowy Wyświetlacz	目標顯示	Hedef Gösterimi	Målskärm	Монитор
option_display	Display 0		ディスプレイ0	Monitor 0	Affichage 0	Schermo 0	Tela 0	Monitor 0	Monitor 0	Wyświetlacz 0	顯示 0	Görüntü 0	Skärm 0	Дисплей 0
option_window_size	Window Size		ディスプレイサイズ	Tamaño de la Ventana	Taille de la fenêtre	Dimensione della Finestra	Tamanho da Janela	Tamaño de la ventana	Fenstergröße	Rozmiar Okna	視窗大小	Pencere Boyutu	Fönster Storlek	Разрешение экрана
option_aspect	Aspect Ratio		アスペクト比	Relación de Aspecto	Rapport hauteur largeur	Rapporto D'aspetto	Proporção da Tela	Relación de aspecto	Seitenverhältnis	Format Obrazu	長寬比	En Boy Oranı	Bildformat	Соотношение сторон
option_fullscreen	Fullscreen		フルスクリーン	Pantalla Completa	Plein Écran 	Schermo Intero	Tela Cheia	Pantalla completa	Vollbild	Pełny Ekran	全螢幕	Tam Ekran	Helskärm	Полноэкранный
option_fullscreen_mode	Fullscreen Mode		フルスクリーンモード	Tipo de Pantalla Completa	Mode d'affichage	Modalità Schermo Intero	Modo de Tela Cheia	Modo de pantalla completa	Vollbildmodus	Tryb Pełnego Ekranu	全螢幕模式	Tam Ekran Modu	Helskärmsläge	Полноэкранный режим
option_custom	Custom		カスタム	Personalizado	Personnalisé	Personalizzato	Customizado	Personalizada	Erstellen	Niestandardowy	自訂	Özelleştirme	Anpassad	Настраиваемый
option_normal_fullscreen	Borderless		ボーダーレス	Normal	Plein-écran fenêtré	Senza Bordi	Sem bordas	Sin bordes	Randlos	Bezramkowy	無邊界全螢幕	Kenarlıksız	Kantlös	Без рамок
option_exclusive_fullscreen	Exclusive		フルスクリーン	Exclusiva	Exclusif	Esclusivo	Exclusiva	Exclusiva	Exklusiv	Ekskluzywny	專屬	Özelleştirme	Exklusiv	Особый
option_target_fps	Target Framerate		フレームレート	FPS deseados	Limite de FPS	Limite FPS	Limite de FPS	Límite de FPS	Limit der Bildrate	Docelowe KL./s	目標幀數	Hedef Kare Hızı	Måluppdateringsfrekvens	Частота кадров
option_unlimited_fps	Unlimited		制限なし	Ilimitados	Illimité	Illimitati	Ilimitado	Sin límite	Unendlich	Nieograniczone	無限制	Sınırsız	Oändlig	Без ограничений
option_fps	0 FPS		0 FPS	0 FPS	0 FPS	0 FPS	0 FPS	0 FPS	0 FPS	0 KL./S	0 FPS	0 FPS	0 FPS	0 FPS
option_vsync	V-Sync		垂直同期	Sincronización Vertical	V-Sync	Sincronizzazione Verticale	Sincronização Vertical	Sincronización vertical	V-Sync	Synchronizacja Pionowa	V-Sync垂直同步	Dikey senkronizasyon	V-Sync	V-Sync
option_render_scale	Render Scale		レンダリング精度	Escala de Renderizado	Échelle de Rendu	Scala di Rendering	Escala de Renderização	Escala de renderizado	Rendering-Skala	Skala Renderowania	渲染比例	İşleme Ölçeği	Renderingsskala	Масштаб рендеринга
option_resize_mode	Resize Mode		リサイズモード	Agrandamiento de la Imagen	Mode redimensionné	Modalità di Ridimensionamento	Modo de Redimensionamento	Modo de redimensionado	Skalierungsmodus	Tryb Skalowania	大小調整模式	Yeniden Boyutlandırma Modu	Storleksändringsläge	Режим изменения размера
option_antialiasing	Anti-Aliasing		アンチエイリアス	Suavizado de Imagen	Anticrénelage	Anti-Aliasing	Anti-serrilhado	Antialiasing	Anti-Aliasing	Wygładzanie Krawędzi	反鋸齒	Kenar Yumuşatma	Kantutjämning	Сглаживание
option_post_processing	Post-Processing		ポストプロセス	Postprocesamiento	Post-Traitement 	Post-Processing	Pós-processamento	Postprocesamiento	Post-Processing	Obróbka Końcowa	後處理	Son İşleme	Efterbearbeting	Постобработка
option_bloom	Bloom Quality		ブルーム	Calidad del Bloom	Flou lumineux	Qualità del Bloom	Efeitos Brilhantes	Calidad del resplandor	Bloomqualität	Jakość Poświaty	光暈品質	Çiçeklenme Kalitesi	Bloom-Kvalitet	Качество цвета
option_shadow	Shadow Quality		シャドウ品質	Sombras	Qualité des ombres	Qualità delle Ombre	Qualidade das Sombras	Calidad de las sombras	Schattenqualität	Jakość Cieni	陰影品質	Gölge Kalitesi	Skugg-Kvalitet	Качество теней
option_reflection	Reflection Quality		反射品質	Reflejos	Qualité des reflets	Qualità dei Riflessi	Qualidade dos Reflexos	Calidad de los reflejos	Reflexionsqualität	Jakość Odbić	反射品質	Yansıma Kalitesi	Reflektions-Kvalitet	Качество отражения
option_screen_shake	Screen Shake		スクリーンシェイク	Temblor de Pantalla	Tremblement de l'écran	Scossa dello Schermo	Tremor na Tela	Sacudida de pantalla	Screen Shake	Trzęsienie Ekranu	螢幕搖晃	Ekran Sallantısı	Skärmskakning	Мерцание экрана
option_motion_blur	Motion Blur		モーションブラー	Desenfoque por Movimiento	Flou de mouvement	Sfocatura di Movimento	Desfoque de Movimento	Desenfoque de movimiento	Motion Blur	Rozmycie w Ruchu	動態模糊	Hareket Bulanıklığı	Rörelseoskärpa	Режим размытия
														
option_main_vol	Main Volume		ゲームボリューム	Volumen General	Volume général	Volume Principale	Volume Principal	Volumen principal	Gesamtlautstärke	Głowna Głośność	主音量	Ana Ses	Huvudvolym	Основная громкость
option_bgm_vol	Music Volume		音楽ボリューム	Volumen de la Música	Volume de la musique 	Volume della Musica	Música	Volumen de la música	Musik	Głośność Muzyki	音樂音量	Müzik Sesi	Musikvolym	Громкость музыки
option_sfx_vol	SFX Volume		SFXボリューム	Volumen de los Efectos	Volume des effets	Volume degli Effetti	Efeitos Sonoros	Volumen de los efectos	Soundeffekte	Głośność Efektów Specjalnych	音效音量	Efekt Sesi	SFX Volym	Громкость спецэффектов
option_voice_vol	Voice Volume		声ボリューム	Volumen de las Voces	Volume des voix 	Volume delle Voci	Voz	Volumen de la voces	Stimmen	Głośność Głosów	語音音量	Konuşma Sesi	Röstvolym	Громкость голосов
option_level_select_music	Mission Select Music		ミッションメニュー音楽	Música de Selección de Misión	Choix de la musique des missions	Musica della Selezione delle Missioni	Música de Seleção de Missão	Música de selección de misiones	Missionauswahl-Musik	Muzyka Wyboru Misji	任務選單音樂	Görev Seçme Müziği	Uppdragsvalsmusik	Стиль музыки в миссии
														
option_sub_toggle	Subtitles		サブタイトル	Subtítulos	Sous-titres	Sottotitoli	Legendas	Subtítulos	Untertitel	Napisy	字幕	Altyazılar	Textning	Субтитры
option_dialog_toggle	In-game Dialog		台詞	Diálogo del Juego	Dialogues	Dialogo del Gioco	Diálogos em Jogo	Diálogos durante el juego	In-Game Dialoge	Dialog w Grze	遊戲內對白	Oyun İçi Diyalog	Dialog i Spelet	Внутриигровые диалоги
option_text_lang	Text Language		文字言語の設定	Idioma de los Subtítulos	Langage du Texte 	Lingua del Testo	Idioma do Textos	Idioma de los textos	Sprache für Bildschirmtext	Język Tekstu	文字語言	Yazı Dili	Text Språk	Язык текста
option_voice_lang	Voice Language		音声言語の設定	Idioma de las Voces	Language Vocal	Lingua delle Voci	Idioma da Vozes	Idioma de las voces	Sprachausgabe	Język Głosów	語音語言	Ses Dili	Röst Språk	Язык озвучки
